206798.72000000003,32089.623999999996,-0.8228758540118633,-0.9366859413485514,-8.917345142855126
201409.28000000003,28586.488000000005,-0.8217440419512829,-0.8203030961931407,-10.001707063409727
201409.28000000003,28586.488000000005,-0.7459183543318557,-0.9366859413485514,-10.001707063409727
198714.56000000003,25891.768000000004,-0.6902216570618854,-0.8203030961931407,-11.120705671019355
206798.72000000003,36940.12,-0.9618971072379522,-0.8203030961931407,-7.726254694675164
206998.72000000003,28047.544000000005,-0.8123445513651701,-0.8203030961931407,-10.265293252673855
193525.12000000002,19693.912,-0.5160491906990409,-0.5,-15.607562942956825
215082.88000000003,39634.84000000002,-0.9968936076912092,-0.5,-7.289501770251523
204104.0,41521.144,-0.9417189257329883,-0.5,-7.083487299847031
201609.28000000003,27778.072000000007,-0.9317415501122402,-0.5,-10.30178387303629
198714.56000000003,25891.768000000004,-0.7902354267776552,-0.6200099537995719,-11.120705671019355
206798.72000000003,32089.623999999996,-0.9166749117732563,-0.8203030961931407,-8.917345142855126
204104.00000000003,31550.680000000004,-0.9392107758125572,-0.7294047979456258,-9.041838286040695
215282.88000000003,44215.86400000001,-0.9841398391131276,-0.9837638744268277,-6.547676834292686
196219.84000000003,22388.632000000005,-0.5282714892364243,-0.8203030961931407,-13.087084508832461
198914.56000000003,25083.352000000003,-0.5124167633818273,-0.9837638744268277,-11.52473343557117
204304.00000000003,32359.096000000005,-0.8153403933768086,-0.9666018062814398,-8.898645265616604
223167.04000000004,52300.024000000005,-0.99988616299701,-0.7294047979456258,-5.606107157578999
